District,Crop,Crop_Year,Season,Area ,Production,Yield,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
ajmer,Jowar,2010,Kharif     ,10.97589141,7.836838946,0.448616374,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2011,Kharif     ,10.70636983,7.671991789,0.452107755,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2012,Kharif     ,10.83222274,7.757965111,0.455562791,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2013,Kharif     ,10.85381199,7.63264709,0.387284884,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2014,Kharif     ,10.84612692,7.59335213,0.37013819,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2015,Kharif     ,10.90482977,7.302336178,0.2412122,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2016,Kharif     ,10.88547008,7.62287578,0.374500696,Canal Irrigation,11489.44244,11979.86513
ajmer,Jowar,2017,Kharif     ,10.77934582,7.574363579,0.383073135,Tube Well,14424.59463,15127.51233
ajmer,Jowar,2018,Kharif     ,10.82922549,7.738507754,0.445088058,Drip Irrigation,13263.7736,13514.24671
ajmer,Jowar,2019,Kharif     ,10.93382311,7.680909011,0.387284884,Canal Irrigation,11489.44244,11979.86513
alwar,Jowar,1997,Kharif     ,9.211661412,6.590979596,0.39963268,Tube Well,14424.59463,15127.51233
alwar,Jowar,1998,Kharif     ,9.374562543,6.74178503,0.419303053,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,1999,Kharif     ,9.368304743,6.841551157,0.4690309,Canal Irrigation,8318.884321,8775.857827
alwar,Jowar,2000,Kharif     ,9.436404203,6.740724299,0.39963268,Sprinkler Irrigation,12010.235,12905.24169
alwar,Jowar,2001,Kharif     ,9.364728487,6.620581712,0.365723581,Sprinkler Irrigation,11392.33063,10973.48962
alwar,Jowar,2002,Kharif     ,9.662193311,6.075661243,0.131760131,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,2003,Kharif     ,9.60439263,6.743355238,0.35215736,Canal Irrigation,8318.884321,8775.857827
alwar,Jowar,2004,Kharif     ,9.538381452,6.686020365,0.347524442,Sprinkler Irrigation,12010.235,12905.24169
alwar,Jowar,2005,Kharif     ,9.489810067,6.725372347,0.378812038,Sprinkler Irrigation,11392.33063,10973.48962
alwar,Jowar,2006,Kharif     ,9.512264487,6.855022144,0.430593124,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,2007,Kharif     ,9.598894328,6.90122538,0.423107648,Canal Irrigation,8318.884321,8775.857827
alwar,Jowar,2008,Kharif     ,9.380739316,6.701285232,0.39963268,Sprinkler Irrigation,12010.235,12905.24169
alwar,Jowar,2009,Kharif     ,9.869708713,6.679471814,0.259028162,Sprinkler Irrigation,11392.33063,10973.48962
alwar,Jowar,2010,Kharif     ,9.611168668,6.877789259,0.411566607,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,2011,Kharif     ,9.5531108,7.04405364,0.509254684,Canal Irrigation,8318.884321,8775.857827
alwar,Jowar,2012,Kharif     ,9.511390924,6.871546585,0.437918183,Sprinkler Irrigation,12010.235,12905.24169
alwar,Jowar,2013,Kharif     ,9.38927705,6.874341874,0.47556138,Sprinkler Irrigation,11392.33063,10973.48962
alwar,Jowar,2014,Kharif     ,9.48928431,6.975883387,0.494387498,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,2015,Kharif     ,9.506676216,6.962536462,0.481961697,Canal Irrigation,8318.884321,8775.857827
alwar,Jowar,2016,Kharif     ,9.366661539,6.876589164,0.485114287,Sprinkler Irrigation,12010.235,12905.24169
alwar,Jowar,2017,Kharif     ,9.355757507,6.734593528,0.419303053,Sprinkler Irrigation,11392.33063,10973.48962
alwar,Jowar,2018,Kharif     ,9.388022781,6.945076516,0.512143752,Drip Irrigation,15896.18643,16849.76939
alwar,Jowar,2019,Kharif     ,9.167621135,6.625843052,0.426870775,Canal Irrigation,8318.884321,8775.857827
bhilwara,Jowar,1997,Kharif     ,9.468869386,6.634224459,0.342834347,Sprinkler Irrigation,12010.235,12905.24169
bhilwara,Jowar,1998,Kharif     ,9.515179862,5.49989723,0.065745179,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,1999,Kharif     ,9.544953104,6.568716759,0.297860167,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2000,Kharif     ,9.713894379,6.066868591,0.12397813,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2001,Kharif     ,9.784713602,6.758714856,0.308307117,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2002,Kharif     ,9.763679438,4.630159966,0.009908265,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2003,Kharif     ,9.898602636,7.050230388,0.403655575,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2004,Kharif     ,9.773434171,6.765990613,0.313429746,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2005,Kharif     ,9.762426931,6.068133092,0.116068661,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2006,Kharif     ,9.758253394,7.136923219,0.488235806,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2007,Kharif     ,9.582375287,6.826012647,0.395563813,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2008,Kharif     ,9.503731326,6.558123112,0.303117708,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2009,Kharif     ,9.804000141,6.044568669,0.108028479,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2010,Kharif     ,10.06168742,7.158611045,0.403655575,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2011,Kharif     ,9.72979532,7.035799272,0.448616374,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2012,Kharif     ,9.695654824,7.395510118,0.639640913,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2013,Kharif     ,9.638442011,7.061351748,0.488235806,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2014,Kharif     ,9.620146097,7.081724046,0.506338044,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2015,Kharif     ,9.864946892,6.56712183,0.222624179,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2016,Kharif     ,9.905654586,7.169631686,0.458982063,Canal Irrigation,12545.4792,13191.87476
bhilwara,Jowar,2017,Kharif     ,9.809774997,7.240417141,0.523432177,Canal Irrigation,7262.32941,7523.14917
bhilwara,Jowar,2018,Kharif     ,10.07973479,7.573609624,0.604839225,Drip Irrigation,7521.343136,7939.542346
bhilwara,Jowar,2019,Kharif     ,10.26102747,7.495432179,0.506338044,Canal Irrigation,12545.4792,13191.87476
ganganagar,Jowar,1997,Kharif     ,5.734042712,4.082321292,0.342834347,Canal Irrigation,7262.32941,7523.14917
ganganagar,Jowar,1998,Kharif     ,2.716087849,1.427862204,0.216247623,Canal Irrigation,14299.11922,13684.144
ganganagar,Jowar,1999,Kharif     ,3.540745115,2.172255062,0.247234166,Canal Irrigation,13094.46749,12702.29625
ganganagar,Jowar,2000,Kharif     ,5.080567805,2.989268872,0.168864338,Sprinkler Irrigation,7095.852075,6555.573166
ganganagar,Jowar,2001,Kharif     ,4.230221098,2.853151163,0.297860167,Tube Well,7729.18636,6736.580505
ganganagar,Jowar,2002,Kharif     ,2.047550837,0.65177662,0.12397813,Canal Irrigation,11398.0015,10741.65293
ganganagar,Jowar,2003,Kharif     ,4.572913172,3.485489159,0.434275373,Canal Irrigation,14299.11922,13684.144
ganganagar,Jowar,2004,Kharif     ,3.180261969,2.172255062,0.333278221,Canal Irrigation,13094.46749,12702.29625
ganganagar,Jowar,2005,Kharif     ,4.531105218,2.831245939,0.22890913,Sprinkler Irrigation,7095.852075,6555.573166
ganganagar,Jowar,2006,Kharif     ,3.316435203,2.372316822,0.365723581,Tube Well,7729.18636,6736.580505
ganganagar,Jowar,2007,Kharif     ,1.089667557,0.65177662,0.342834347,Canal Irrigation,11398.0015,10741.65293
ganganagar,Jowar,2008,Kharif     ,3.462798795,2.527542596,0.383073135,Canal Irrigation,14299.11922,13684.144
ganganagar,Jowar,2009,Kharif     ,4.116791529,2.045865962,0.12397813,Canal Irrigation,13094.46749,12702.29625
ganganagar,Jowar,2011,Kharif     ,3.142889225,2.454272273,0.445088058,Sprinkler Irrigation,7095.852075,6555.573166
ganganagar,Jowar,2012,Kharif     ,4.00277342,2.971434617,0.395563813,Tube Well,7729.18636,6736.580505
ganganagar,Jowar,2013,Kharif     ,4.206190657,3.117003084,0.395563813,Canal Irrigation,11398.0015,10741.65293
ganganagar,Jowar,2014,Kharif     ,3.890018162,3.02357028,0.448616374,Canal Irrigation,14299.11922,13684.144
ganganagar,Jowar,2015,Kharif     ,2.716087849,1.892083867,0.356734167,Canal Irrigation,13094.46749,12702.29625
ganganagar,Jowar,2016,Kharif     ,5.1613293,3.795190613,0.387284884,Sprinkler Irrigation,7095.852075,6555.573166
ganganagar,Jowar,2017,Kharif     ,3.142889225,2.279405565,0.378812038,Tube Well,7729.18636,6736.580505
ganganagar,Jowar,2018,Kharif     ,6.945363888,5.244649482,0.472312663,Canal Irrigation,11398.0015,10741.65293
ganganagar,Jowar,2019,Kharif     ,4.695178879,3.570738672,0.430593124,Canal Irrigation,14299.11922,13684.144
hanumangarh,Jowar,1997,Kharif     ,5.937323898,4.3437707,0.387284884,Canal Irrigation,13094.46749,12702.29625
hanumangarh,Jowar,1998,Kharif     ,2.654131928,1.427862204,0.22890913,Sprinkler Irrigation,7095.852075,6555.573166
hanumangarh,Jowar,1999,Kharif     ,2.929843371,1.69625581,0.247234166,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2000,Kharif     ,2.2635259,1.004532122,0.182915944,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2001,Kharif     ,4.821916783,3.294317008,0.297860167,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2002,Kharif     ,3.020927259,1.245493772,0.12397813,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2003,Kharif     ,3.837158289,2.934274605,0.430593124,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2004,Kharif     ,3.940029248,2.70962487,0.323479882,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2005,Kharif     ,0.689579367,4.819289517,0,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2006,Kharif     ,1.917965227,1.245493772,0.342834347,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2007,Kharif     ,1.372072036,1.004532122,0.415456281,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2009,Kharif     ,5.859449506,3.357764233,0.131760131,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2011,Kharif     ,2.355555563,1.800770461,0.426870775,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2012,Kharif     ,4.00277342,2.971434617,0.395563813,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2013,Kharif     ,3.800169619,2.808606275,0.391448159,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2014,Kharif     ,2.829004129,2.22787076,0.448616374,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2015,Kharif     ,4.986755877,3.606057488,0.365723581,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2016,Kharif     ,3.020927259,2.22787076,0.395563813,Sprinkler Irrigation,7141.194633,7053.047708
hanumangarh,Jowar,2017,Kharif     ,5.582942571,4.075791545,0.378812038,Tube Well,9180.030218,10171.94735
hanumangarh,Jowar,2018,Kharif     ,3.020927259,2.454272273,0.481961697,Sprinkler Irrigation,7141.194633,7053.047708
jaipur,Jowar,1997,Kharif     ,9.046382226,6.184823211,0.276120362,Tube Well,9180.030218,10171.94735
jaipur,Jowar,1998,Kharif     ,9.075733585,5.774988012,0.154372169,Sprinkler Irrigation,7141.194633,7053.047708
jaipur,Jowar,1999,Kharif     ,9.046955311,4.765077441,0.038572545,Tube Well,9180.030218,10171.94735
jaipur,Jowar,2000,Kharif     ,9.375306136,5.076252918,0.038572545,Sprinkler Irrigation,7141.194633,7053.047708
jaipur,Jowar,2001,Kharif     ,9.56431028,6.335862483,0.216247623,Tube Well,9180.030218,10171.94735
jaipur,Jowar,2002,Kharif     ,9.458923266,5.318355911,0.047789824,Tube Well,7845.401422,7476.235234
jaipur,Jowar,2003,Kharif     ,9.671644309,7.120972242,0.509254684,Canal Irrigation,9558.028739,9097.6075
jaipur,Jowar,2004,Kharif     ,9.404390459,6.408967525,0.270500568,Tube Well,7374.706139,7556.796376
jaipur,Jowar,2005,Kharif     ,9.632326399,6.074299928,0.139417799,Sprinkler Irrigation,8634.324787,8641.818231
jaipur,Jowar,2006,Kharif     ,9.821061002,6.396515378,0.182915944,Sprinkler Irrigation,13310.5613,12879.77876
jaipur,Jowar,2007,Kharif     ,9.815699591,6.909630897,0.365723581,Canal Irrigation,10494.50334,11480.93303
jaipur,Jowar,2008,Kharif     ,9.815027006,7.190866799,0.49741858,Tube Well,14424.59463,15127.51233
jaipur,Jowar,2009,Kharif     ,9.747955886,5.398006965,0.038572545,Drip Irrigation,13263.7736,13514.24671
jaipur,Jowar,2010,Kharif     ,9.798378418,7.001903881,0.411566607,Canal Irrigation,11489.44244,11979.86513
jaipur,Jowar,2011,Kharif     ,9.432707869,6.729128457,0.395563813,Tube Well,14424.59463,15127.51233
jaipur,Jowar,2012,Kharif     ,9.479326254,6.675396808,0.356734167,Drip Irrigation,13263.7736,13514.24671
jaipur,Jowar,2013,Kharif     ,9.586990291,7.146306957,0.547364231,Canal Irrigation,11489.44244,11979.86513
jaipur,Jowar,2014,Kharif     ,9.812436738,6.93344468,0.374500696,Tube Well,14424.59463,15127.51233
jaipur,Jowar,2015,Kharif     ,9.809626875,6.799108833,0.318486907,Drip Irrigation,13263.7736,13514.24671
jaipur,Jowar,2016,Kharif     ,9.740890145,6.93397339,0.395563813,Canal Irrigation,11489.44244,11979.86513
jaipur,Jowar,2017,Kharif     ,9.629762905,6.590484503,0.287135104,Tube Well,14424.59463,15127.51233
jaipur,Jowar,2018,Kharif     ,9.67487887,7.093079601,0.494387498,Drip Irrigation,13263.7736,13514.24671
jaipur,Jowar,2019,Kharif     ,9.672690679,7.183886518,0.539602133,Canal Irrigation,11489.44244,11979.86513
jodhpur,Jowar,1997,Kharif     ,9.203033948,6.399320853,0.318486907,Tube Well,14424.59463,15127.51233
jodhpur,Jowar,1998,Kharif     ,9.341586671,5.026487466,0.038572545,Drip Irrigation,13263.7736,13514.24671
jodhpur,Jowar,1999,Kharif     ,9.757308113,5.198348353,0.029189641,Canal Irrigation,11489.44244,11979.86513
jodhpur,Jowar,2000,Kharif     ,9.864907261,3.224072634,0,Tube Well,14424.59463,15127.51233
jodhpur,Jowar,2001,Kharif     ,9.573769079,6.33077883,0.209777389,Drip Irrigation,13263.7736,13514.24671
jodhpur,Jowar,2002,Kharif     ,7.85838807,5.18842484,0.216247623,Canal Irrigation,11489.44244,11979.86513
jodhpur,Jowar,2003,Kharif     ,9.638234547,6.976416698,0.448616374,Tube Well,14424.59463,15127.51233
jodhpur,Jowar,2004,Kharif     ,9.749571064,6.854966586,0.361255902,Drip Irrigation,13263.7736,13514.24671
jodhpur,Jowar,2005,Kharif     ,9.66242017,6.1152565,0.139417799,Canal Irrigation,11489.44244,11979.86513
jodhpur,Jowar,2006,Kharif     ,9.903953891,6.839782906,0.308307117,Tube Well,14424.59463,15127.51233
jodhpur,Jowar,2007,Kharif     ,9.862526018,6.921090691,0.356734167,Drip Irrigation,15896.18643,16849.76939
jodhpur,Jowar,2008,Kharif     ,9.729702246,6.731223466,0.313429746,Canal Irrigation,8318.884321,8775.857827
jodhpur,Jowar,2009,Kharif     ,10.16791969,4.494433151,0.009908265,Sprinkler Irrigation,12010.235,12905.24169
jodhpur,Jowar,2010,Kharif     ,10.10749274,7.244021288,0.430593124,Sprinkler Irrigation,11392.33063,10973.48962
jodhpur,Jowar,2011,Kharif     ,9.939798736,7.075899771,0.403655575,Drip Irrigation,15896.18643,16849.76939
jodhpur,Jowar,2012,Kharif     ,10.36192824,6.893542371,0.222624179,Canal Irrigation,8318.884321,8775.857827
jodhpur,Jowar,2013,Kharif     ,9.922456248,6.605629194,0.222624179,Sprinkler Irrigation,12010.235,12905.24169
jodhpur,Jowar,2014,Kharif     ,10.2072469,7.388771396,0.4690309,Sprinkler Irrigation,11392.33063,10973.48962
jodhpur,Jowar,2015,Kharif     ,10.05890871,7.141488435,0.395563813,Drip Irrigation,15896.18643,16849.76939
jodhpur,Jowar,2016,Kharif     ,9.892776296,6.876455656,0.328409915,Canal Irrigation,8318.884321,8775.857827
jodhpur,Jowar,2017,Kharif     ,9.675623548,6.851985887,0.378812038,Sprinkler Irrigation,12010.235,12905.24169
jodhpur,Jowar,2018,Kharif     ,9.820559819,6.978035629,0.391448159,Sprinkler Irrigation,11392.33063,10973.48962
jodhpur,Jowar,2019,Kharif     ,9.995560447,7.187800671,0.437918183,Drip Irrigation,15896.18643,16849.76939
kota,Jowar,1997,Kharif     ,9.01991761,6.792139143,0.554922674,Canal Irrigation,8318.884321,8775.857827
kota,Jowar,1998,Kharif     ,8.772044513,6.671096906,0.574143221,Sprinkler Irrigation,12010.235,12905.24169
kota,Jowar,1999,Kharif     ,8.782257414,6.712362081,0.59211137,Sprinkler Irrigation,11392.33063,10973.48962
kota,Jowar,2000,Kharif     ,8.873869635,6.172364163,0.318486907,Drip Irrigation,15896.18643,16849.76939
kota,Jowar,2001,Kharif     ,8.974938736,6.661959937,0.503393425,Canal Irrigation,8318.884321,8775.857827
kota,Jowar,2002,Kharif     ,8.58303173,6.255839973,0.434275373,Sprinkler Irrigation,12010.235,12905.24169
kota,Jowar,2003,Kharif     ,9.286428976,6.855965779,0.500420412,Sprinkler Irrigation,11392.33063,10973.48962
kota,Jowar,2004,Kharif     ,8.2438971,6.536057263,0.674841114,Drip Irrigation,15896.18643,16849.76939
kota,Jowar,2005,Kharif     ,8.429614729,6.399956492,0.549905931,Canal Irrigation,8318.884321,8775.857827
kota,Jowar,2006,Kharif     ,8.560438125,6.403123834,0.509254684,Sprinkler Irrigation,12010.235,12905.24169
kota,Jowar,2007,Kharif     ,8.41111446,6.446195664,0.578747641,Canal Irrigation,12545.4792,13191.87476
kota,Jowar,2008,Kharif     ,7.834883155,6.043730059,0.567089351,Canal Irrigation,7262.32941,7523.14917
kota,Jowar,2009,Kharif     ,8.153002412,6.265946885,0.574143221,Drip Irrigation,7521.343136,7939.542346
kota,Jowar,2010,Kharif     ,8.258898411,6.240244584,0.528920981,Canal Irrigation,12545.4792,13191.87476
kota,Jowar,2011,Kharif     ,7.561532106,5.673281051,0.478777558,Canal Irrigation,7262.32941,7523.14917
kota,Jowar,2012,Kharif     ,7.632221743,5.847290832,0.536968042,Drip Irrigation,7521.343136,7939.542346
kota,Jowar,2013,Kharif     ,6.917348998,5.431322542,0.567089351,Canal Irrigation,12545.4792,13191.87476
kota,Jowar,2014,Kharif     ,7.311643672,5.65982066,0.549905931,Canal Irrigation,7262.32941,7523.14917
kota,Jowar,2015,Kharif     ,7.02551299,5.382314941,0.512143752,Drip Irrigation,7521.343136,7939.542346
kota,Jowar,2016,Kharif     ,7.575963175,5.96570134,0.610979068,Canal Irrigation,12545.4792,13191.87476
kota,Jowar,2017,Kharif     ,6.747629332,5.342355753,0.578747641,Canal Irrigation,7262.32941,7523.14917
kota,Jowar,2018,Kharif     ,6.824190015,5.555070342,0.651961306,Drip Irrigation,7521.343136,7939.542346
kota,Jowar,2019,Kharif     ,6.650009239,5.210649456,0.547364231,Canal Irrigation,12545.4792,13191.87476
nagaur,Jowar,1997,Kharif     ,9.509097298,6.604313396,0.318486907,Canal Irrigation,7262.32941,7523.14917
nagaur,Jowar,1998,Kharif     ,9.786412134,6.166897568,0.131760131,Drip Irrigation,7521.343136,7939.542346
nagaur,Jowar,1999,Kharif     ,10.02977272,6.650330831,0.216247623,Canal Irrigation,12545.4792,13191.87476
nagaur,Jowar,2000,Kharif     ,10.28915889,6.54522435,0.139417799,Canal Irrigation,7262.32941,7523.14917
nagaur,Jowar,2001,Kharif     ,9.78597694,6.470442238,0.209777389,Drip Irrigation,7521.343136,7939.542346
nagaur,Jowar,2002,Kharif     ,9.775442155,6.082195071,0.116068661,Canal Irrigation,12545.4792,13191.87476
nagaur,Jowar,2003,Kharif     ,9.783535684,6.778790237,0.318486907,Canal Irrigation,7262.32941,7523.14917
nagaur,Jowar,2004,Kharif     ,9.928080945,6.847244551,0.308307117,Drip Irrigation,7521.343136,7939.542346
nagaur,Jowar,2005,Kharif     ,9.671444854,6.547808863,0.259028162,Canal Irrigation,12545.4792,13191.87476
nagaur,Jowar,2006,Kharif     ,10.05462056,6.90970626,0.297860167,Canal Irrigation,7262.32941,7523.14917
nagaur,Jowar,2007,Kharif     ,9.776609438,7.119287742,0.472312663,Canal Irrigation,14299.11922,13684.144
nagaur,Jowar,2008,Kharif     ,9.828563819,7.149167777,0.472312663,Canal Irrigation,13094.46749,12702.29625
nagaur,Jowar,2009,Kharif     ,10.05435183,5.920472212,0.065745179,Sprinkler Irrigation,7095.852075,6555.573166
nagaur,Jowar,2010,Kharif     ,9.894404096,7.31774061,0.534310045,Tube Well,7729.18636,6736.580505
nagaur,Jowar,2011,Kharif     ,9.801952455,7.258817318,0.534310045,Canal Irrigation,11398.0015,10741.65293
nagaur,Jowar,2012,Kharif     ,10.58010582,6.781912062,0.154372169,Canal Irrigation,14299.11922,13684.144
nagaur,Jowar,2013,Kharif     ,10.05922315,7.037527723,0.35215736,Canal Irrigation,13094.46749,12702.29625
nagaur,Jowar,2014,Kharif     ,10.55943309,7.645875456,0.485114287,Sprinkler Irrigation,7095.852075,6555.573166
nagaur,Jowar,2015,Kharif     ,9.935601336,7.141390314,0.434275373,Tube Well,7729.18636,6736.580505
nagaur,Jowar,2016,Kharif     ,9.465344242,6.715455457,0.378812038,Canal Irrigation,11398.0015,10741.65293
nagaur,Jowar,2017,Kharif     ,9.488324734,6.640509979,0.342834347,Canal Irrigation,14299.11922,13684.144
nagaur,Jowar,2018,Kharif     ,9.658859017,6.865313196,0.391448159,Canal Irrigation,13094.46749,12702.29625
nagaur,Jowar,2019,Kharif     ,10.06272119,7.125691263,0.387284884,Sprinkler Irrigation,7095.852075,6555.573166
udaipur,Jowar,1997,Kharif     ,8.542977187,6.093834591,0.374500696,Tube Well,7729.18636,6736.580505
udaipur,Jowar,1998,Kharif     ,8.533732641,6.104162663,0.383073135,Canal Irrigation,11398.0015,10741.65293
udaipur,Jowar,1999,Kharif     ,8.601810665,5.71422669,0.222624179,Canal Irrigation,14299.11922,13684.144
udaipur,Jowar,2000,Kharif     ,8.779270432,5.541400912,0.146954167,Canal Irrigation,13094.46749,12702.29625
udaipur,Jowar,2001,Kharif     ,8.644622598,6.200744679,0.391448159,Sprinkler Irrigation,7095.852075,6555.573166
udaipur,Jowar,2002,Kharif     ,8.582583838,6.075661243,0.356734167,Tube Well,7729.18636,6736.580505
udaipur,Jowar,2003,Kharif     ,8.665375734,5.86381749,0.253172224,Canal Irrigation,11398.0015,10741.65293
udaipur,Jowar,2004,Kharif     ,8.666514101,6.262543971,0.411566607,Canal Irrigation,14299.11922,13684.144
udaipur,Jowar,2005,Kharif     ,8.416021591,5.580401737,0.222624179,Canal Irrigation,13094.46749,12702.29625
udaipur,Jowar,2006,Kharif     ,8.045275454,5.81721117,0.39963268,Sprinkler Irrigation,7095.852075,6555.573166
udaipur,Jowar,2007,Kharif     ,8.336094785,5.960171176,0.374500696,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2008,Kharif     ,8.299915466,6.031244633,0.419303053,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2009,Kharif     ,8.39287876,5.645075785,0.247234166,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2010,Kharif     ,8.352285746,5.998186527,0.387284884,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2011,Kharif     ,8.290534347,5.917185293,0.37013819,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2012,Kharif     ,8.317524516,5.993620695,0.395563813,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2013,Kharif     ,8.313125184,5.947953924,0.378812038,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2014,Kharif     ,8.311285491,5.926842349,0.37013819,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2015,Kharif     ,8.400219401,5.815423127,0.303117708,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2016,Kharif     ,8.319715802,5.817568109,0.323479882,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2017,Kharif     ,8.113482638,5.895345039,0.411566607,Tube Well,9180.030218,10171.94735
udaipur,Jowar,2018,Kharif     ,7.859629519,5.594244022,0.356734167,Sprinkler Irrigation,7141.194633,7053.047708
udaipur,Jowar,2019,Kharif     ,8.007043747,5.325492688,0.22890913,Tube Well,9180.030218,10171.94735
ajmer,Maize,1997,Kharif     ,9.875833588,7.131103244,0.448616374,Tube Well,6188.138355,6255.226089
ajmer,Maize,1998,Kharif     ,9.860496643,6.254769734,0.139417799,Tube Well,16104.83833,15178.43041
ajmer,Maize,1999,Kharif     ,9.776785491,7.028042853,0.430593124,Canal Irrigation,15086.93143,14486.90281
ajmer,Maize,2000,Kharif     ,9.83009356,7.014365916,0.407633292,Drip Irrigation,8045.384112,7979.532607
ajmer,Maize,2001,Kharif     ,9.796510463,7.244183309,0.528920981,Tube Well,6188.138355,6255.226089
ajmer,Maize,2002,Kharif     ,9.482076424,5.441333886,0.056845935,Tube Well,16104.83833,15178.43041
ajmer,Maize,2003,Kharif     ,9.774074598,7.488393598,0.660390551,Canal Irrigation,15086.93143,14486.90281
ajmer,Maize,2004,Kharif     ,9.7535842,7.025128054,0.434275373,Drip Irrigation,8045.384112,7979.532607
ajmer,Maize,2005,Kharif     ,9.720248453,6.098424016,0.131760131,Tube Well,6188.138355,6255.226089
ajmer,Maize,2006,Kharif     ,9.712660537,7.192162749,0.531627805,Tube Well,16104.83833,15178.43041
ajmer,Maize,2007,Kharif     ,9.706583674,7.209350748,0.542212647,Canal Irrigation,15086.93143,14486.90281
ajmer,Maize,2008,Kharif     ,9.706057337,6.991075041,0.434275373,Drip Irrigation,8045.384112,7979.532607
ajmer,Maize,2009,Kharif     ,9.694830632,5.556475881,0.056845935,Tube Well,6188.138355,6255.226089
ajmer,Maize,2010,Kharif     ,9.698339972,7.392851437,0.637828953,Tube Well,16104.83833,15178.43041
ajmer,Maize,2011,Kharif     ,9.622712506,7.213427082,0.571811819,Canal Irrigation,15086.93143,14486.90281
ajmer,Maize,2012,Kharif     ,9.541091905,6.969689753,0.47556138,Drip Irrigation,8045.384112,7979.532607
ajmer,Maize,2013,Kharif     ,9.540043728,7.121227009,0.549905931,Tube Well,6188.138355,6255.226089
ajmer,Maize,2014,Kharif     ,9.476253008,7.002348645,0.512143752,Tube Well,16104.83833,15178.43041
ajmer,Maize,2015,Kharif     ,9.446584315,6.780289666,0.415456281,Canal Irrigation,15086.93143,14486.90281
ajmer,Maize,2016,Kharif     ,9.427166232,7.046439191,0.549905931,Drip Irrigation,8045.384112,7979.532607
ajmer,Maize,2017,Kharif     ,9.341402503,7.064002188,0.585512011,Tube Well,6188.138355,6255.226089
ajmer,Maize,2018,Kharif     ,9.316013576,7.219823158,0.671706728,Tube Well,16104.83833,15178.43041
ajmer,Maize,2019,Kharif     ,9.307928347,7.078443005,0.604839225,Canal Irrigation,15086.93143,14486.90281
